,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Tmin,Tmax,T
373,CCCC(C)(CC(C)C)C(C)C,11.519570449419987,-0.024777767415845475,-0.18725728676451864,11.522671571721766,-0.024784440141565736,-0.1873644031455626,20.01904321,3235.822831,-84.15,465,465,"[465.0, 465.0, 465.0, 465.0, 465.0, 465.0, 465.0, 465.0, 465.0, 465.0]"
374,CC(C)CCC(C(C)C)C(C)C,11.543171641072334,-0.02488224512957566,-0.1884786653840366,11.527700015366326,-0.02484888309090536,-0.18794202182232334,24.06433983,4762.022283,-84.15,464,464,"[464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0]"
375,CCCC(C(C)C)C(C)(C)CC,11.524820858106716,-0.02468294890210245,-0.18663564906504812,11.52272998993338,-0.024678469702966648,-0.18656392825433035,20.04927615,3272.894451,-83.15,467,467,"[467.0, 467.0, 467.0, 467.0, 467.0, 467.0, 467.0, 467.0, 467.0, 467.0]"
376,CCC(CC)CC(CC)C(C)C,11.537073836194963,-0.024656074601575897,-0.1866575074267895,11.522630248532574,-0.024625434675076364,-0.18616210228034286,20.17976365,3305.706289,-86.15,468,468,"[468.0, 468.0, 468.0, 468.0, 468.0, 468.0, 468.0, 468.0, 468.0, 468.0]"
377,CCCC(CC)C(C)(CC)CC,11.61086156816883,-0.024500172008837938,-0.18680867705246984,11.52276351367826,-0.024313502546604793,-0.18380896192382817,20.00423759,3264.07555,-89.15,474,474,"[474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0]"
378,CCC(CC)CC(C)(CC)CC,11.54191606637131,-0.02456153039653919,-0.18602837662917032,11.522695368602283,-0.024520614666177058,-0.18537115606522098,20.03193769,3257.743441,-87.15,470,470,"[470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0]"
379,CCC(C)CC(CC)(CC)CC,11.61068851498103,-0.024603432206150532,-0.1875944379730566,11.522709196058367,-0.024417178618557647,-0.1845869081106029,19.99592526,3243.950957,-89.15,472,472,"[472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0]"
380,CCC(C)(C)CCC(C)(C)CC,13.782460204307064,420.0067357054706,-284.37337464944324,19.093152228440644,2472.516432225016,-136.1009841217227,19.09315072,2472.515873,-136.101,347,463,"[347.0, 359.8889, 372.77777, 385.66666, 398.55554, 411.44446, 424.33334, 437.22223, 450.1111, 463.0]"
381,CCCC(CC)(CC)C(C)(C)C,11.296003050582524,-0.023735152881315433,-0.1754991512873218,11.5228340953121,-0.02421215686982369,-0.18303886830380536,19.79882397,3193.271059,-90.15,476,476,"[476.0, 476.0, 476.0, 476.0, 476.0, 476.0, 476.0, 476.0, 476.0, 476.0]"
382,CCC(CC)C(CC)C(C)(C)C,11.529376312446646,-0.024745505102140224,-0.18719301614123943,11.52271700097244,-0.02473117631911294,-0.1869638922556025,20.00082976,3228.869024,-85.15,466,466,"[466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0]"
383,CCC1=C(C(=CC=C1)C(C)(C)C)O,7.882469672922883,-3.0391174195348825,-432.86777220652925,25.278709274522576,6993.104036784594,-0.0002707155689877273,25.27872321,6993.114411,0.0,402,443,"[402.0, 406.55554, 411.1111, 415.66666, 420.22223, 424.77777, 429.33334, 433.8889, 438.44446, 443.0]"
384,CCCC(C)/C=C\C,17.69565883637231,1581.1398717153943,-132.01183530600136,20.78891026271724,3047.4701643859544,-58.150050728036426,20.78891254,3047.471371,-58.15,289,413,"[289.0, 302.77777, 316.55554, 330.33334, 344.1111, 357.8889, 371.66666, 385.44446, 399.22223, 413.0]"
385,CC/C=C\CC(C)C,18.004467949290014,1715.0739472151581,-124.87095300292806,20.78524921715737,3055.5292426402034,-58.150049379208276,20.78525143,3055.530418,-58.15,290,414,"[290.0, 303.77777, 317.55554, 331.33334, 345.1111, 358.8889, 372.66666, 386.44446, 400.22223, 414.0]"
386,CC(=O)CC(C)(C)C1CCCCC1,2.725564562857218,31.465010386269142,-367.4583775193501,25.66811902440957,6846.33874428397,-12.805962512646278,25.66811338,6846.336124,-12.806,293,373,"[293.0, 301.8889, 310.77777, 319.66666, 328.55554, 337.44446, 346.33334, 355.22223, 364.1111, 373.0]"
387,CCCCOC(=O)CCO,14.8764400265239,892.6134060244915,-242.95171543647174,22.96948387136135,4844.372136890497,-66.95799108560756,22.96948365,4844.371936,-66.958,361,490,"[361.0, 375.33334, 389.66666, 404.0, 418.33334, 432.66666, 447.0, 461.33334, 475.66666, 490.0]"
388,CC(=O)OCCCC1=CC=CC=C1,15.637358608804151,986.3125544160459,-279.11035809968513,21.202712818373602,5583.51482397635,-46.505966418546215,21.20271011,5583.513264,-46.506,393,500,"[393.0, 404.8889, 416.77777, 428.66666, 440.55554, 452.44446, 464.33334, 476.22223, 488.1111, 500.0]"
389,CCCCCOC(=O)OC(C)(C)C(=O)OCC,14.070998434885027,631.9149568540871,-311.1930312256438,21.516601449661838,4061.460078985923,-118.40094841270337,21.5165985,4061.458465,-118.401,373,503,"[373.0, 387.44446, 401.8889, 416.33334, 430.77777, 445.22223, 459.66666, 474.1111, 488.55554, 503.0]"
